refund_id,order_id,promo_name,product_name,order_time,refund_time,original_quantity,refund_quantity,avg_actual_unit_price,refund_amount,refund_reason
TK202302081218391764,20230208042954826045,情人节,唇釉,2023-02-08 04:29:54.725824,2023-02-08 12:18:39.065908,2,1,82.5,82.5,价格/优惠规则看不懂
TK202302081221441765,20230208115205117937,情人节,唇釉,2023-02-08 11:52:05.132236,2023-02-08 12:21:44.742088,3,1,80.0,80.0,优惠券未领到/不满足门槛
TK202302081224331766,20230208025824443347,情人节,唇釉,2023-02-08 02:58:24.806798,2023-02-08 12:24:33.404700,3,1,80.0,80.0,价格/优惠规则看不懂
TK202302081228471767,20230208122804493191,情人节,唇釉,2023-02-08 12:28:04.613059,2023-02-08 12:28:47.930388,2,2,82.5,165.0,忘记使用优惠/凑单重拍
TK202302081234491768,20230208123102419747,情人节,唇釉,2023-02-08 12:31:02.747578,2023-02-08 12:34:49.754628,3,2,80.0,160.0,价格/优惠规则看不懂
TK202302081236361769,20230208123504523676,情人节,唇釉,2023-02-08 12:35:04.956034,2023-02-08 12:36:36.943153,2,1,82.5,82.5,价格/优惠规则看不懂
TK202302081245271770,20230208124441620985,情人节,唇釉,2023-02-08 12:44:41.750514,2023-02-08 12:45:27.744353,3,1,80.0,80.0,优惠券未领到/不满足门槛
TK202302081247391771,20230208124503102854,情人节,唇釉,2023-02-08 12:45:03.508447,2023-02-08 12:47:39.767514,1,1,90.0,90.0,价格/优惠规则看不懂
TK202302081250051772,20230208113347479484,情人节,唇釉,2023-02-08 11:33:47.413855,2023-02-08 12:50:05.264056,3,1,80.0,80.0,价格/优惠规则看不懂
TK202302081250271773,20230208125007750310,情人节,唇釉,2023-02-08 12:50:07.245066,2023-02-08 12:50:27.058104,2,2,82.5,165.0,价格/优惠规则看不懂
TK202302081254081774,20230208124930150703,情人节,唇釉,2023-02-08 12:49:30.684632,2023-02-08 12:54:08.789941,3,1,80.0,80.0,忘记使用优惠/凑单重拍
TK202302081258091775,20230208122105316362,情人节,唇釉,2023-02-08 12:21:05.534264,2023-02-08 12:58:09.124657,2,1,82.5,82.5,价格/优惠规则看不懂
TK202302081300451776,20230207164829802822,情人节,唇釉,2023-02-07 16:48:29.439720,2023-02-08 13:00:45.280018,2,2,82.5,165.0,价格/优惠规则看不懂
TK202302081308241777,20230208130532829749,情人节,唇釉,2023-02-08 13:05:32.655626,2023-02-08 13:08:24.594208,2,1,82.5,82.5,地址/收件信息需修改
TK202302081316211778,20230208084041889487,情人节,唇釉,2023-02-08 08:40:41.733483,2023-02-08 13:16:21.443403,2,2,82.5,165.0,优惠券未领到/不满足门槛
TK202302081317371779,20230208131734829640,情人节,唇釉,2023-02-08 13:17:34.929950,2023-02-08 13:17:37.738392,3,2,80.0,160.0,价格/优惠规则看不懂
TK202302081318571780,20230208131621833818,情人节,唇釉,2023-02-08 13:16:21.391931,2023-02-08 13:18:57.870637,1,1,90.0,90.0,优惠券未领到/不满足门槛
TK202302081319171781,20230208124411433312,情人节,唇釉,2023-02-08 12:44:11.365525,2023-02-08 13:19:17.055827,3,3,80.0,240.0,价格/优惠规则看不懂
TK202302081327181782,20230208132202214183,情人节,唇釉,2023-02-08 13:22:02.852974,2023-02-08 13:27:18.582254,3,2,80.0,160.0,价格/优惠规则看不懂
TK202302081337141783,20230208133646215510,情人节,唇釉,2023-02-08 13:36:46.427304,2023-02-08 13:37:14.138247,3,1,80.0,80.0,价格/优惠规则看不懂
TK202302081339141784,20230208124919228505,情人节,唇釉,2023-02-08 12:49:19.311814,2023-02-08 13:39:14.385950,1,1,90.0,90.0,其他
TK202302081339441785,20230208124201277283,情人节,唇釉,2023-02-08 12:42:01.420331,2023-02-08 13:39:44.907459,2,2,82.5,165.0,拍错/改变主意/重复下单
TK202302081339591786,20230207165407124797,情人节,唇釉,2023-02-07 16:54:07.747680,2023-02-08 13:39:59.122735,2,2,82.5,165.0,价格/优惠规则看不懂
TK202302081340201787,20230208124303389313,情人节,唇釉,2023-02-08 12:43:03.907644,2023-02-08 13:40:20.797534,1,1,90.0,90.0,拍错/改变主意/重复下单
TK202302081344111788,20230208042022451426,情人节,唇釉,2023-02-08 04:20:22.121280,2023-02-08 13:44:11.395900,3,1,80.0,80.0,优惠券未领到/不满足门槛
TK202302081346081789,20230208134302944174,情人节,唇釉,2023-02-08 13:43:02.342451,2023-02-08 13:46:08.982259,2,2,82.5,165.0,价格/优惠规则看不懂
TK202302081347591790,20230208134259533053,情人节,唇釉,2023-02-08 13:42:59.692420,2023-02-08 13:47:59.432859,1,1,90.0,90.0,价格/优惠规则看不懂
TK202302081355221791,20230208131531941652,情人节,唇釉,2023-02-08 13:15:31.522000,2023-02-08 13:55:22.666938,1,1,90.0,90.0,拍错/改变主意/重复下单
TK202302081406201792,20230208131742564137,情人节,唇釉,2023-02-08 13:17:42.724616,2023-02-08 14:06:20.672939,3,3,80.0,240.0,优惠券未领到/不满足门槛
TK202302081407271793,20230208105126404908,情人节,唇釉,2023-02-08 10:51:26.343155,2023-02-08 14:07:27.166188,2,2,82.5,165.0,价格/优惠规则看不懂
TK202302081414421794,20230208141138465154,情人节,唇釉,2023-02-08 14:11:38.133596,2023-02-08 14:14:42.174026,2,1,82.5,82.5,优惠券未领到/不满足门槛
TK202302081441591795,20230208130458309426,情人节,唇釉,2023-02-08 13:04:58.214135,2023-02-08 14:41:59.281103,3,1,80.0,80.0,价格/优惠规则看不懂
TK202302081442481796,20230208144109981110,情人节,唇釉,2023-02-08 14:41:09.857443,2023-02-08 14:42:48.725724,2,2,82.5,165.0,拍错/改变主意/重复下单
TK202302081445261797,20230208135839397052,情人节,唇釉,2023-02-08 13:58:39.418952,2023-02-08 14:45:26.915983,4,4,87.5,350.0,价格/优惠规则看不懂
TK202302081447001798,20230208144321989144,情人节,唇釉,2023-02-08 14:43:21.918303,2023-02-08 14:47:00.038380,3,3,80.0,240.0,价格/优惠规则看不懂
TK202302081449001799,20230208144702476623,情人节,唇釉,2023-02-08 14:47:02.871589,2023-02-08 14:49:00.988332,1,1,90.0,90.0,价格/优惠规则看不懂
TK202302081450431800,20230208080323303620,情人节,唇釉,2023-02-08 08:03:23.085004,2023-02-08 14:50:43.610257,2,2,82.5,165.0,优惠券未领到/不满足门槛
TK202302081452231801,20230207185626840781,情人节,唇釉,2023-02-07 18:56:26.848208,2023-02-08 14:52:23.631386,1,1,90.0,90.0,价格/优惠规则看不懂
TK202302081452411802,20230208145136585414,情人节,唇釉,2023-02-08 14:51:36.228431,2023-02-08 14:52:41.392307,3,1,80.0,80.0,价格/优惠规则看不懂
TK202302081455391803,20230208122918226989,情人节,唇釉,2023-02-08 12:29:18.422681,2023-02-08 14:55:39.811470,3,1,80.0,80.0,价格/优惠规则看不懂
TK202302081459041804,20230208145800600937,情人节,唇釉,2023-02-08 14:58:00.905537,2023-02-08 14:59:04.494296,3,1,80.0,80.0,价格/优惠规则看不懂
TK202302081501531805,20230208140343438109,情人节,唇釉,2023-02-08 14:03:43.626071,2023-02-08 15:01:53.948032,1,1,90.0,90.0,优惠券未领到/不满足门槛
TK202302081503011806,20230208000427334747,情人节,唇釉,2023-02-08 00:04:27.601191,2023-02-08 15:03:01.914126,3,1,80.0,80.0,价格/优惠规则看不懂
TK202302081505051807,20230208142029502750,情人节,唇釉,2023-02-08 14:20:29.874244,2023-02-08 15:05:05.932615,3,2,80.0,160.0,地址/收件信息需修改
TK202302081507291808,20230208150229821901,情人节,唇釉,2023-02-08 15:02:29.764389,2023-02-08 15:07:29.572488,3,2,80.0,160.0,价格/优惠规则看不懂
TK202302081508401809,20230208143423717324,情人节,唇釉,2023-02-08 14:34:23.195751,2023-02-08 15:08:40.119308,1,1,90.0,90.0,价格/优惠规则看不懂
TK202302081510271810,20230208092229848738,情人节,唇釉,2023-02-08 09:22:29.544525,2023-02-08 15:10:27.828816,2,1,82.5,82.5,优惠券未领到/不满足门槛
TK202302081512451811,20230208144036236211,情人节,唇釉,2023-02-08 14:40:36.159766,2023-02-08 15:12:45.155509,1,1,90.0,90.0,拍错/改变主意/重复下单
TK202302081515561812,20230208151459209688,情人节,唇釉,2023-02-08 15:14:59.908391,2023-02-08 15:15:56.933816,3,3,80.0,240.0,地址/收件信息需修改
TK202302081524311813,20230208152152977668,情人节,唇釉,2023-02-08 15:21:52.230945,2023-02-08 15:24:31.869751,3,3,80.0,240.0,价格/优惠规则看不懂
TK202302081525561814,20230208144448598835,情人节,唇釉,2023-02-08 14:44:48.561149,2023-02-08 15:25:56.619048,1,1,90.0,90.0,拍错/改变主意/重复下单
TK202302081530201815,20230208152609194602,情人节,唇釉,2023-02-08 15:26:09.385015,2023-02-08 15:30:20.556129,3,1,80.0,80.0,价格/优惠规则看不懂
TK202302081532211816,20230208150004147525,情人节,唇釉,2023-02-08 15:00:04.562785,2023-02-08 15:32:21.311680,3,2,80.0,160.0,价格/优惠规则看不懂
TK202302081535451817,20230208145426256451,情人节,唇釉,2023-02-08 14:54:26.617736,2023-02-08 15:35:45.070240,3,1,80.0,80.0,价格/优惠规则看不懂
TK202302081539051818,20230208153806356902,情人节,唇釉,2023-02-08 15:38:06.718081,2023-02-08 15:39:05.228746,3,1,80.0,80.0,价格/优惠规则看不懂
TK202302081539201819,20230207105001433887,情人节,唇釉,2023-02-07 10:50:01.046476,2023-02-08 15:39:20.174739,1,1,90.0,90.0,忘记使用优惠/凑单重拍
TK202302081541191820,20230208153655556842,情人节,唇釉,2023-02-08 15:36:55.335185,2023-02-08 15:41:19.883855,2,2,82.5,165.0,价格/优惠规则看不懂
TK202302081542161821,20230207194033224253,情人节,唇釉,2023-02-07 19:40:33.941920,2023-02-08 15:42:16.781412,1,1,90.0,90.0,价格/优惠规则看不懂
TK202302081547521822,20230207195548271055,情人节,唇釉,2023-02-07 19:55:48.960489,2023-02-08 15:47:52.796277,2,1,82.5,82.5,价格/优惠规则看不懂
TK202302081552151823,20230207074219269674,情人节,唇釉,2023-02-07 07:42:19.202992,2023-02-08 15:52:15.325830,3,1,80.0,80.0,拍错/改变主意/重复下单
TK202302081557201824,20230207024909845745,情人节,唇釉,2023-02-07 02:49:09.749996,2023-02-08 15:57:20.932653,2,1,82.5,82.5,优惠券未领到/不满足门槛
TK202302081558211825,20230207175503168447,情人节,唇釉,2023-02-07 17:55:03.830232,2023-02-08 15:58:21.760214,2,1,82.5,82.5,价格/优惠规则看不懂
TK202302081602101826,20230208154400212470,情人节,唇釉,2023-02-08 15:44:00.909158,2023-02-08 16:02:10.562162,3,1,80.0,80.0,拍错/改变主意/重复下单
TK202302081610331827,20230208160702832500,情人节,唇釉,2023-02-08 16:07:02.120499,2023-02-08 16:10:33.692281,1,1,90.0,90.0,价格/优惠规则看不懂
TK202302081611531828,20230207042413702631,情人节,唇釉,2023-02-07 04:24:13.474886,2023-02-08 16:11:53.794084,1,1,90.0,90.0,忘记使用优惠/凑单重拍
TK202302081615301829,20230207174737958935,情人节,唇釉,2023-02-07 17:47:37.424588,2023-02-08 16:15:30.961239,3,1,80.0,80.0,价格/优惠规则看不懂
TK202302081616511830,20230208161448529453,情人节,唇釉,2023-02-08 16:14:48.420638,2023-02-08 16:16:51.521328,3,1,80.0,80.0,优惠券未领到/不满足门槛
TK202302081620171831,20230208161751340991,情人节,唇釉,2023-02-08 16:17:51.086262,2023-02-08 16:20:17.719915,1,1,90.0,90.0,价格/优惠规则看不懂
TK202302081622211832,20230208161631284559,情人节,唇釉,2023-02-08 16:16:31.040080,2023-02-08 16:22:21.552906,1,1,90.0,90.0,优惠券未领到/不满足门槛
TK202302081623541833,20230208162033946024,情人节,唇釉,2023-02-08 16:20:33.841890,2023-02-08 16:23:54.244891,2,1,82.5,82.5,价格/优惠规则看不懂
TK202302081626501834,20230207104142326712,情人节,唇釉,2023-02-07 10:41:42.413123,2023-02-08 16:26:50.973884,3,3,80.0,240.0,优惠券未领到/不满足门槛
TK202302081627111835,20230208162626143098,情人节,唇釉,2023-02-08 16:26:26.812881,2023-02-08 16:27:11.678780,2,1,82.5,82.5,忘记使用优惠/凑单重拍
TK202302081628041836,20230208162402561626,情人节,唇釉,2023-02-08 16:24:02.793900,2023-02-08 16:28:04.201210,3,1,80.0,80.0,价格/优惠规则看不懂
TK202302081629361837,20230208154937989044,情人节,唇釉,2023-02-08 15:49:37.247197,2023-02-08 16:29:36.071696,3,3,80.0,240.0,价格/优惠规则看不懂
TK202302081629481838,20230208162659677035,情人节,唇釉,2023-02-08 16:26:59.116920,2023-02-08 16:29:48.361776,2,2,82.5,165.0,优惠券未领到/不满足门槛
TK202302081632051839,20230208043544471158,情人节,唇釉,2023-02-08 04:35:44.475390,2023-02-08 16:32:05.968911,3,1,80.0,80.0,拍错/改变主意/重复下单
TK202302081639331840,20230208023624377742,情人节,唇釉,2023-02-08 02:36:24.454761,2023-02-08 16:39:33.680422,3,1,80.0,80.0,价格/优惠规则看不懂
TK202302081643421841,20230208164108609148,情人节,唇釉,2023-02-08 16:41:08.056445,2023-02-08 16:43:42.972272,3,1,80.0,80.0,优惠券未领到/不满足门槛
TK202302081649181842,20230208164903664813,情人节,唇釉,2023-02-08 16:49:03.174169,2023-02-08 16:49:18.718728,1,1,90.0,90.0,优惠券未领到/不满足门槛
TK202302081649221843,20230208160831610867,情人节,唇釉,2023-02-08 16:08:31.955470,2023-02-08 16:49:22.951128,2,1,82.5,82.5,价格/优惠规则看不懂
TK202302081650371844,20230208164928730363,情人节,唇釉,2023-02-08 16:49:28.359239,2023-02-08 16:50:37.911288,2,2,82.5,165.0,忘记使用优惠/凑单重拍
TK202302081700141845,20230208163442201919,情人节,唇釉,2023-02-08 16:34:42.724987,2023-02-08 17:00:14.062279,3,1,80.0,80.0,价格/优惠规则看不懂
TK202302081701001846,20230208161937759161,情人节,唇釉,2023-02-08 16:19:37.118547,2023-02-08 17:01:00.709087,3,1,80.0,80.0,价格/优惠规则看不懂
TK202302081701381847,20230208165844376936,情人节,唇釉,2023-02-08 16:58:44.117573,2023-02-08 17:01:38.978284,2,1,82.5,82.5,价格/优惠规则看不懂
TK202302081706081848,20230208163712629113,情人节,唇釉,2023-02-08 16:37:12.793840,2023-02-08 17:06:08.168083,3,1,80.0,80.0,优惠券未领到/不满足门槛
TK202302081711061849,20230208164621105073,情人节,唇釉,2023-02-08 16:46:21.818912,2023-02-08 17:11:06.132241,4,2,87.5,175.0,优惠券未领到/不满足门槛
TK202302081718191850,20230208171628287740,情人节,唇釉,2023-02-08 17:16:28.772240,2023-02-08 17:18:19.781003,3,1,80.0,80.0,优惠券未领到/不满足门槛
TK202302081719491851,20230207203017211886,情人节,唇釉,2023-02-07 20:30:17.487951,2023-02-08 17:19:49.008592,3,1,80.0,80.0,价格/优惠规则看不懂
TK202302081722111852,20230208172042776820,情人节,唇釉,2023-02-08 17:20:42.741630,2023-02-08 17:22:11.918730,3,1,80.0,80.0,价格/优惠规则看不懂
TK202302081733591853,20230207230210995159,情人节,唇釉,2023-02-07 23:02:10.737555,2023-02-08 17:33:59.871832,3,3,80.0,240.0,价格/优惠规则看不懂
TK202302081734351854,20230208173127551846,情人节,唇釉,2023-02-08 17:31:27.347009,2023-02-08 17:34:35.407625,1,1,90.0,90.0,优惠券未领到/不满足门槛
TK202302081736221855,20230208173537803581,情人节,唇釉,2023-02-08 17:35:37.702522,2023-02-08 17:36:22.490005,2,1,82.5,82.5,价格/优惠规则看不懂
TK202302081738441856,20230208173823821721,情人节,唇釉,2023-02-08 17:38:23.276295,2023-02-08 17:38:44.456319,2,2,82.5,165.0,价格/优惠规则看不懂
TK202302081741151857,20230208171154679656,情人节,唇釉,2023-02-08 17:11:54.207586,2023-02-08 17:41:15.384680,3,2,80.0,160.0,优惠券未领到/不满足门槛
TK202302081741421858,20230208174028904668,情人节,唇釉,2023-02-08 17:40:28.591317,2023-02-08 17:41:42.611294,3,2,80.0,160.0,价格/优惠规则看不懂
TK202302081747091859,20230208174349371322,情人节,唇釉,2023-02-08 17:43:49.657581,2023-02-08 17:47:09.646019,2,1,82.5,82.5,价格/优惠规则看不懂
TK202302081754091860,20230207233810969499,情人节,唇釉,2023-02-07 23:38:10.459073,2023-02-08 17:54:09.800315,2,1,82.5,82.5,价格/优惠规则看不懂
TK202302081755431861,20230208175053296962,情人节,唇釉,2023-02-08 17:50:53.098491,2023-02-08 17:55:43.016586,3,1,80.0,80.0,价格/优惠规则看不懂
TK202302081806061862,20230208180159127409,情人节,唇釉,2023-02-08 18:01:59.897055,2023-02-08 18:06:06.843738,3,1,80.0,80.0,价格/优惠规则看不懂
TK202302081808131863,20230208180728858357,情人节,唇釉,2023-02-08 18:07:28.764538,2023-02-08 18:08:13.329486,1,1,90.0,90.0,优惠券未领到/不满足门槛
TK202302081813041864,20230208181250633332,情人节,唇釉,2023-02-08 18:12:50.498580,2023-02-08 18:13:04.445777,3,3,80.0,240.0,价格/优惠规则看不懂
TK202302081813311865,20230208181124900871,情人节,唇釉,2023-02-08 18:11:24.539730,2023-02-08 18:13:31.516637,3,2,80.0,160.0,拍错/改变主意/重复下单
TK202302081829271866,20230208182827909569,情人节,唇釉,2023-02-08 18:28:27.324225,2023-02-08 18:29:27.568898,3,1,80.0,80.0,优惠券未领到/不满足门槛
TK202302081831171867,20230208170125695778,情人节,唇釉,2023-02-08 17:01:25.882188,2023-02-08 18:31:17.995757,3,1,80.0,80.0,价格/优惠规则看不懂
TK202302081838361868,20230208183532620766,情人节,唇釉,2023-02-08 18:35:32.891088,2023-02-08 18:38:36.094432,3,2,80.0,160.0,拍错/改变主意/重复下单
TK202302081839141869,20230208183436815208,情人节,唇釉,2023-02-08 18:34:36.433150,2023-02-08 18:39:14.908844,2,2,82.5,165.0,忘记使用优惠/凑单重拍
TK202302081841061870,20230208183657224587,情人节,唇釉,2023-02-08 18:36:57.552766,2023-02-08 18:41:06.919212,3,1,80.0,80.0,价格/优惠规则看不懂
TK202302081844381871,20230207185329280735,情人节,唇釉,2023-02-07 18:53:29.153440,2023-02-08 18:44:38.418802,1,1,90.0,90.0,价格/优惠规则看不懂
TK202302081845021872,20230208180052235616,情人节,唇釉,2023-02-08 18:00:52.426609,2023-02-08 18:45:02.136363,1,1,90.0,90.0,优惠券未领到/不满足门槛
TK202302081847341873,20230208180828233575,情人节,唇釉,2023-02-08 18:08:28.220270,2023-02-08 18:47:34.899830,3,3,80.0,240.0,优惠券未领到/不满足门槛
TK202302081848151874,20230207055044731117,情人节,唇釉,2023-02-07 05:50:44.574458,2023-02-08 18:48:15.586290,1,1,90.0,90.0,优惠券未领到/不满足门槛
TK202302081850151875,20230208184539987498,情人节,唇釉,2023-02-08 18:45:39.756408,2023-02-08 18:50:15.907642,3,1,80.0,80.0,价格/优惠规则看不懂
TK202302081854551876,20230208185039361484,情人节,唇釉,2023-02-08 18:50:39.646032,2023-02-08 18:54:55.562176,2,1,82.5,82.5,价格/优惠规则看不懂
TK202302081902231877,20230208122418247809,情人节,唇釉,2023-02-08 12:24:18.908541,2023-02-08 19:02:23.891731,2,1,82.5,82.5,忘记使用优惠/凑单重拍
TK202302081907001878,20230208005249438165,情人节,唇釉,2023-02-08 00:52:49.273435,2023-02-08 19:07:00.844679,3,1,80.0,80.0,价格/优惠规则看不懂
TK202302081908271879,20230208190744911998,情人节,唇釉,2023-02-08 19:07:44.965530,2023-02-08 19:08:27.627709,3,1,80.0,80.0,价格/优惠规则看不懂
TK202302081913581880,20230208191117936652,情人节,唇釉,2023-02-08 19:11:17.115444,2023-02-08 19:13:58.995081,2,1,82.5,82.5,价格/优惠规则看不懂
TK202302081919131881,20230208180435556988,情人节,唇釉,2023-02-08 18:04:35.416240,2023-02-08 19:19:13.057878,3,2,80.0,160.0,价格/优惠规则看不懂
TK202302081923361882,20230208192024928792,情人节,唇釉,2023-02-08 19:20:24.985600,2023-02-08 19:23:36.213819,1,1,90.0,90.0,地址/收件信息需修改
TK202302081923531883,20230208191914327591,情人节,唇釉,2023-02-08 19:19:14.981073,2023-02-08 19:23:53.664895,2,1,82.5,82.5,价格/优惠规则看不懂
TK202302081927371884,20230208192258189789,情人节,唇釉,2023-02-08 19:22:58.479324,2023-02-08 19:27:37.961456,1,1,90.0,90.0,优惠券未领到/不满足门槛
TK202302081928481885,20230208043030538589,情人节,唇釉,2023-02-08 04:30:30.647385,2023-02-08 19:28:48.423142,2,1,82.5,82.5,价格/优惠规则看不懂
TK202302081939391886,20230208192418437748,情人节,唇釉,2023-02-08 19:24:18.986227,2023-02-08 19:39:39.094559,2,2,82.5,165.0,忘记使用优惠/凑单重拍
TK202302081942171887,20230208193740894459,情人节,唇釉,2023-02-08 19:37:40.332440,2023-02-08 19:42:17.052906,2,1,82.5,82.5,价格/优惠规则看不懂
TK202302081945281888,20230208194044264993,情人节,唇釉,2023-02-08 19:40:44.984902,2023-02-08 19:45:28.990725,2,1,82.5,82.5,价格/优惠规则看不懂
TK202302081953501889,20230208195113431765,情人节,唇釉,2023-02-08 19:51:13.696873,2023-02-08 19:53:50.136942,1,1,90.0,90.0,忘记使用优惠/凑单重拍
TK202302082000521890,20230208175757503583,情人节,唇釉,2023-02-08 17:57:57.365879,2023-02-08 20:00:52.400235,3,1,80.0,80.0,价格/优惠规则看不懂
TK202302082011151891,20230208200908194905,情人节,唇釉,2023-02-08 20:09:08.941308,2023-02-08 20:11:15.040239,3,1,80.0,80.0,价格/优惠规则看不懂
TK202302082011501892,20230207085430680140,情人节,唇釉,2023-02-07 08:54:30.634039,2023-02-08 20:11:50.619448,3,1,80.0,80.0,价格/优惠规则看不懂
TK202302082026491893,20230208194750326718,情人节,唇釉,2023-02-08 19:47:50.514385,2023-02-08 20:26:49.673796,3,3,80.0,240.0,优惠券未领到/不满足门槛
TK202302082029221894,20230208143119871153,情人节,唇釉,2023-02-08 14:31:19.219162,2023-02-08 20:29:22.541645,2,2,82.5,165.0,优惠券未领到/不满足门槛
TK202302082032281895,20230208202731650673,情人节,唇釉,2023-02-08 20:27:31.070623,2023-02-08 20:32:28.699078,1,1,90.0,90.0,价格/优惠规则看不懂
TK202302082032421896,20230208202822151219,情人节,唇釉,2023-02-08 20:28:22.923658,2023-02-08 20:32:42.625209,2,1,82.5,82.5,优惠券未领到/不满足门槛
TK202302082037451897,20230208191357226486,情人节,唇釉,2023-02-08 19:13:57.910902,2023-02-08 20:37:45.760327,2,1,82.5,82.5,价格/优惠规则看不懂
TK202302082039411898,20230208203623163107,情人节,唇釉,2023-02-08 20:36:23.162179,2023-02-08 20:39:41.818500,2,2,82.5,165.0,优惠券未领到/不满足门槛
TK202302082042421899,20230208201529845031,情人节,唇釉,2023-02-08 20:15:29.637081,2023-02-08 20:42:42.924847,3,1,80.0,80.0,价格/优惠规则看不懂
TK202302082043281900,20230208204010489195,情人节,唇釉,2023-02-08 20:40:10.388336,2023-02-08 20:43:28.383880,2,1,82.5,82.5,价格/优惠规则看不懂
TK202302082044301901,20230208203956357398,情人节,唇釉,2023-02-08 20:39:56.401210,2023-02-08 20:44:30.668591,3,3,80.0,240.0,优惠券未领到/不满足门槛
TK202302082044461902,20230208204124710747,情人节,唇釉,2023-02-08 20:41:24.746103,2023-02-08 20:44:46.085332,1,1,90.0,90.0,价格/优惠规则看不懂
TK202302082051051903,20230208204912824831,情人节,唇釉,2023-02-08 20:49:12.616248,2023-02-08 20:51:05.093581,3,3,80.0,240.0,价格/优惠规则看不懂
TK202302082058041904,20230208205626276167,情人节,唇釉,2023-02-08 20:56:26.380384,2023-02-08 20:58:04.264733,3,1,80.0,80.0,价格/优惠规则看不懂
TK202302082059561905,20230208205624109511,情人节,唇釉,2023-02-08 20:56:24.264682,2023-02-08 20:59:56.639695,2,1,82.5,82.5,价格/优惠规则看不懂
TK202302082100481906,20230208205956314401,情人节,唇釉,2023-02-08 20:59:56.136698,2023-02-08 21:00:48.862400,3,1,80.0,80.0,价格/优惠规则看不懂
TK202302082106131907,20230208210436118779,情人节,唇釉,2023-02-08 21:04:36.328841,2023-02-08 21:06:13.480081,2,1,82.5,82.5,优惠券未领到/不满足门槛
TK202302082107271908,20230208210707511527,情人节,唇釉,2023-02-08 21:07:07.208129,2023-02-08 21:07:27.683567,3,3,80.0,240.0,价格/优惠规则看不懂
TK202302082109421909,20230208210831550818,情人节,唇釉,2023-02-08 21:08:31.038919,2023-02-08 21:09:42.654184,2,1,82.5,82.5,价格/优惠规则看不懂
TK202302082110171910,20230208205606456460,情人节,唇釉,2023-02-08 20:56:06.487155,2023-02-08 21:10:17.141832,3,1,80.0,80.0,优惠券未领到/不满足门槛
TK202302082111151911,20230207234133383762,情人节,唇釉,2023-02-07 23:41:33.024857,2023-02-08 21:11:15.191267,3,1,80.0,80.0,地址/收件信息需修改
TK202302082122281912,20230208205946444713,情人节,唇釉,2023-02-08 20:59:46.988379,2023-02-08 21:22:28.847743,2,1,82.5,82.5,价格/优惠规则看不懂
TK202302082123511913,20230208202849882853,情人节,唇釉,2023-02-08 20:28:49.263693,2023-02-08 21:23:51.098199,1,1,90.0,90.0,拍错/改变主意/重复下单
TK202302082126081914,20230208212223610921,情人节,唇釉,2023-02-08 21:22:23.407479,2023-02-08 21:26:08.461305,3,1,80.0,80.0,价格/优惠规则看不懂
TK202302082129271915,20230208212504385642,情人节,唇釉,2023-02-08 21:25:04.836990,2023-02-08 21:29:27.365232,1,1,90.0,90.0,拍错/改变主意/重复下单
TK202302082134101916,20230208212118887599,情人节,唇釉,2023-02-08 21:21:18.907610,2023-02-08 21:34:10.874845,3,1,80.0,80.0,价格/优惠规则看不懂
TK202302082135451917,20230208213352653845,情人节,唇釉,2023-02-08 21:33:52.346946,2023-02-08 21:35:45.919497,3,1,80.0,80.0,拍错/改变主意/重复下单
TK202302082140191918,20230208205813189761,情人节,唇釉,2023-02-08 20:58:13.694250,2023-02-08 21:40:19.545620,2,1,82.5,82.5,价格/优惠规则看不懂
TK202302082140241919,20230208102008208873,情人节,唇釉,2023-02-08 10:20:08.865681,2023-02-08 21:40:24.474071,3,2,80.0,160.0,优惠券未领到/不满足门槛
TK202302082141261920,20230208143905907275,情人节,唇釉,2023-02-08 14:39:05.873293,2023-02-08 21:41:26.909461,2,1,82.5,82.5,价格/优惠规则看不懂
TK202302082145291921,20230208192138427076,情人节,唇釉,2023-02-08 19:21:38.874489,2023-02-08 21:45:29.147433,2,1,82.5,82.5,价格/优惠规则看不懂
TK202302082150571922,20230208212627861627,情人节,唇釉,2023-02-08 21:26:27.851864,2023-02-08 21:50:57.208811,2,2,82.5,165.0,优惠券未领到/不满足门槛
TK202302082154321923,20230208215305711037,情人节,唇釉,2023-02-08 21:53:05.104590,2023-02-08 21:54:32.969065,2,1,82.5,82.5,地址/收件信息需修改
TK202302082200331924,20230208215755712945,情人节,唇釉,2023-02-08 21:57:55.980319,2023-02-08 22:00:33.569649,1,1,90.0,90.0,优惠券未领到/不满足门槛
TK202302082203301925,20230208220133546975,情人节,唇釉,2023-02-08 22:01:33.793052,2023-02-08 22:03:30.163421,2,1,82.5,82.5,优惠券未领到/不满足门槛
TK202302082205241926,20230208220417423667,情人节,唇釉,2023-02-08 22:04:17.205429,2023-02-08 22:05:24.363712,3,1,80.0,80.0,价格/优惠规则看不懂
TK202302082209131927,20230208215541459575,情人节,唇釉,2023-02-08 21:55:41.071347,2023-02-08 22:09:13.830570,1,1,90.0,90.0,优惠券未领到/不满足门槛
TK202302082216021928,20230208214451380381,情人节,唇釉,2023-02-08 21:44:51.985993,2023-02-08 22:16:02.123122,1,1,90.0,90.0,价格/优惠规则看不懂
TK202302082221101929,20230207194908796025,情人节,唇釉,2023-02-07 19:49:08.787941,2023-02-08 22:21:10.739171,2,1,82.5,82.5,价格/优惠规则看不懂
